student_id,class_id
s_202327401,111201B
s_202327402,112103C
s_202327403,113101A
s_202327406,111102A
s_202327407,112102C
s_202327408,113201A
s_202327409,112202C
s_202327410,112203C
s_202327411,111103C
s_202327412,112101C
s_202327413,112202A
s_202327414,112202C
s_202327415,113202B
s_202327416,113202C
s_202327417,111101C
s_202327418,111103A
s_202327419,112201C
s_202327420,113201B
s_202327421,112103A
s_202327422,111202C
s_202327423,113201B
s_202327424,113103A
s_202327425,113201A
s_202327426,112202A
s_202327427,111203C
s_202327428,113201C
s_202327429,112102A
s_202327430,112202A
s_202327431,112103A
s_202327432,112103C
s_202327434,112202C
s_202327435,111101B
s_202327436,113101B
s_202327437,112101A
s_202327438,111202C
s_202327439,112103A
s_202327440,113202C
s_202327441,113201B
s_202327442,111202B
s_202327443,112101A
s_202327444,112201C
s_202327445,113101C
s_202327446,111202B
s_202327447,111202C
s_202327448,113101A
s_202327450,113202C
s_202327451,113203C
s_202327452,113201B
s_202327453,112101B
s_202327454,111203A
s_202327455,112101A
s_202327456,111202A
s_202327457,111202A
s_202327458,111203C
s_202327459,112102A
s_202327460,111101C
s_202327462,113202B
s_202327463,112102B
s_202327464,111201A
s_202327465,113201C
s_202327466,112101C
s_202327467,111103A
s_202327468,111203C
s_202327469,112102B
s_202327470,113203C
s_202327471,113202A
s_202327472,112203C
s_202327473,112102B
s_202327474,112101A
s_202327475,111103A
s_202327477,113202C
s_202327478,112201B
s_202327479,112202C
s_202327480,113203C
s_202327481,112101C
s_202327482,113202C
s_202327483,112101C
s_202327484,112203C
s_202327485,113201B
s_202327486,113202B
s_202327487,112201A
s_202327488,112102B
s_202327489,113201B
s_202327490,111203A
s_202327491,113103A
s_202327492,111202B
s_202327493,113101A
s_202327494,113103C
s_202327495,111202C
s_202327496,113102A
s_202327499,111102C
s_202327500,113203C
s_202327501,111103C
s_202327502,111203A
s_202327503,111203C
s_202327504,112101B
s_202327505,111102A
s_202327506,111201A
s_202327507,111103A
s_202327508,111201A
s_202327509,112202B
s_202327510,111202C
s_202327511,112202A
s_202327515,111201A
s_202327516,111101A
s_202327517,113101A
s_202327518,111202A
s_202327519,111202A
s_202327520,112102B
s_202327522,113201C
s_202327523,113201C
s_202327524,113202B
s_202327525,111203A
s_202327526,111101B
s_202327527,111201C
s_202327528,113102B
s_202327529,113201B
s_202327530,112102B
s_202327533,113102C
s_202327534,111101B
s_202327537,113202B
s_202327538,111101C
s_202327539,113103C
s_202327540,113102C
s_202327541,112101B
s_202327543,111203A
s_202327544,113203A
s_202327545,112203C
s_202327546,112201C
s_202327547,111103A
s_202327548,112102B
s_202327549,113203A
s_202327552,111102C
s_202327553,113101B
s_202327554,111101C
s_202327555,111103A
s_202327556,112202B
s_202327557,111203A
s_202327558,112201A
s_202327559,112101B
s_202327560,111203A
s_202327561,113201A
s_202327562,113201B
s_202327563,113201B
s_202327564,111103A
s_202327565,112103C
s_202327566,112203A
s_202327567,112201B
s_202327568,111101A
s_202327569,112201C
s_202327570,111201A
s_202327571,111101C
s_202327572,111101A
s_202327573,113102A
s_202327574,112201A
s_202327575,113201C
s_202327576,111102C
s_202327577,112201B
s_202327578,111102B
s_202327579,113101C
s_202327580,112201B
s_202327581,111101A
s_202327582,111202A
s_202327583,113201B
s_202327584,113102B
s_202327586,111202B
s_202327587,113102A
s_202327588,111203A
s_202327589,112103C
s_202327590,111201B
s_202327591,113202B
s_202327592,113102B
s_202327594,112101C
s_202327595,111201B
s_202327597,111201A
s_202327598,112101A
s_202327600,113102A
s_202327601,112103C
s_202327602,113101C
s_202327604,112203A
s_202327605,111103C
s_202327606,113203C
s_202327607,111201B
s_202327608,111103A
s_202327609,111203A
s_202327611,112102C
s_202327612,113102C
s_202327613,113103C
s_202327614,113101A
s_202327615,113101A
s_202327616,111202B
s_202327617,111101C
s_202327620,113101B
s_202327621,111201C
s_202327622,112202C
s_202327623,111103C
s_202327624,112201B
s_202327625,111102B
s_202327626,113103C
s_202327627,112203A
s_202327628,112201B
s_202327629,111202C
s_202327630,113102A
s_202327631,112102C
s_202327632,112202C
s_202327633,111202B
s_202327634,111101B
s_202327635,111201B
s_202327636,111203A
s_202327637,113203A
s_202327639,111203A
s_202327640,111103A
s_202327641,112101B
s_202327642,112201B
s_202327643,111203C
s_202327644,111203C
s_202327645,111103C
s_202327646,111101B
s_202327647,113203A
s_202327648,111202C
s_202327649,112102C
s_202327650,113103C
s_202327652,113101A
s_202327653,113203A
s_202327654,112203A
s_202327655,113103C
s_202327656,111201C
s_202327657,112202C
s_202327658,111203A
s_202327659,111201B
s_202327660,112201A
s_202327661,113202C
s_202327662,111101A
s_202327664,111102A
s_202327665,113101A
s_202327666,112201A
s_202327667,113202B
s_202327669,112103A
s_202327670,113201C
s_202327671,111203C
s_202327672,112201A
s_202327673,111201C
s_202327674,112203C
s_202327675,112102B
s_202327676,112102A
s_202327677,112203A
s_202327679,113203C
s_202327680,113101C
s_202327681,112201C
s_202327682,113103A
s_202327683,112103A
s_202327684,111203C
s_202327685,113101C
s_202327686,111101C
s_202327688,112103C
s_202327691,113103C
s_202327693,111102C
s_202327694,113101A
s_202327695,111203C
s_202327696,112203A
s_202327697,112203A
s_202327698,111101C
s_202327699,112202A
s_202327700,113202C
s_202327701,113102B
s_202327702,112102B
s_202327703,112103A
s_202327704,111202A
s_202327706,111201B
s_202327707,113101A
s_202327708,111101C
s_202327709,111201B
s_202327710,112201C
s_202327711,113102B
s_202327712,111102C
s_202327713,112103C
s_202327714,113201B
s_202327715,112101B
s_202327716,111103C
s_202327717,113201A
s_202327718,111101A
s_202327719,113103C
s_202327720,111202A
s_202327721,112101B
s_202327722,113201A
s_202327723,113103C
s_202327724,112201A
s_202327725,113102A
s_202327726,113101C
s_202327727,111103A
s_202327729,112202B
s_202327730,111203A
s_202327731,111202A
s_202327732,113102A
s_202327733,111101C
s_202327734,111101B
s_202327735,113101A
s_202327736,111203C
s_202327737,112202B
s_202327738,113203A
s_202327739,112203A
s_202327740,112203C
s_202327741,111203C
s_202327742,111203C
s_202327744,112202B
s_202327745,112102A
s_202327746,111103A
s_202327747,111101C
s_202327748,111102B
s_202327749,111201C
s_202327750,113102B
s_202327751,112203C
s_202327752,111201B
s_202327753,113101A
s_202327754,113103C
s_202327755,113201B
s_202327756,113102A
s_202327757,111202B
s_202327758,111103A
s_202327759,113101A
s_202327760,112103A
s_202327761,113202A
s_202327762,111201C
s_202327763,113201A
s_202327764,113103C
s_202327765,112103A
s_202327767,113101B
s_202327769,113201B
s_202327770,111202B
s_202327771,111103A
s_202327772,113203C
s_202327773,111201C
s_202327774,112201B
s_202327775,113201A
s_202327776,111202B
s_202327778,112202B
s_202327779,113203C
s_202327780,111201C
s_202327781,112102A
s_202327782,113202B
s_202327783,112203A
s_202327784,111202B
s_202327786,112102A
s_202327787,111103A
s_202327788,112102C
s_202327789,112102A
s_202327790,112102A
s_202327791,113203A
s_202327792,113201B
s_202327793,112103C
s_202327794,112201A
s_202327795,111103C
s_202327797,112202B
s_202327799,111202C
s_202327800,112103A
s_202327801,111203A
s_202327802,111201B
s_202327803,111103C
s_202327804,113201C
s_202327805,111103C
s_202327807,113201B
s_202327808,113202B
s_202327809,113201A
s_202327810,112102A
s_202327812,111201C
s_202327813,113202C
s_202327814,113102C
s_202327815,111202C
s_202327816,111202B
s_202327817,113201C
s_202327818,111103C
s_202327819,112102A
s_202327820,113203C
s_202327821,111203C
s_202327822,113103A
s_202327823,112201C
s_202327824,113203C
s_202327825,111201B
s_202327827,112203A
s_202327829,112103A
s_202327830,112102C
s_202327831,111101B
s_202327832,112202A
s_202327833,112101C
s_202327834,113201C
s_202327835,112101A
s_202327836,111101C
s_202327837,111203A
s_202327838,113102A
s_202327840,113202A
s_202327841,113201C
s_202327842,111201C
s_202327843,113102B
s_202327844,111103C
s_202327845,112101B
s_202327847,112203A
s_202327848,112202B
s_202327849,111102B
s_202327850,111103C
s_202327851,112102A
s_202327852,112203C
s_202327853,112101C
s_202327854,112202C
s_202327855,112203A
s_202327856,111202B
s_202327857,111201A
s_202327859,113103A
s_202327860,112201B
s_202327861,111203C
s_202327862,111201C
s_202327863,112203C
s_202327865,112201B
s_202327866,112203A
s_202327867,113102A
s_202327868,112101C
s_202327869,111103C
s_202327870,113201C
s_202327871,112203A
s_202327872,112102B
s_202327873,111202B
s_202327874,111203A
s_202327875,113102B
s_202327876,113201A
s_202327877,112102C
s_202327879,112101B
s_202327880,113103C
s_202327881,113101C
s_202327883,112102C
s_202327884,113101A
s_202327885,111202C
s_202327886,112203C
s_202327887,113202A
s_202327888,112102B
s_202327889,113202C
s_202327890,111202B
s_202327891,112103C
s_202327893,111203A
s_202327894,111201B
s_202327895,112101A
s_202327896,112102B
s_202327897,112101B
s_202327898,111203C
s_202327899,113101A
s_202327900,112103C
s_202327902,113203C
s_202327903,111101B
s_202327904,113102A
s_202327905,113203C
s_202327906,113102C
s_202327908,112103C
s_202327909,112101A
s_202327910,111103C
s_202327911,112202B
s_202327912,113102B
s_202327913,112203C
s_202327914,111202C
s_202327916,112201B
s_202327917,111103C
s_202327918,111103C
s_202327919,111101A
s_202327920,112203C
s_202327921,112101B
s_202327922,111103A
s_202327923,111201C
s_202327924,113103A
s_202327925,111201B
s_202327926,112203C
s_202327927,113101B
s_202327928,112203A
s_202327929,113202B
s_202327930,111103A
s_202327932,113203A
s_202327933,111101A
s_202327934,112102C
s_202327935,112102A
s_202327936,113101B
s_202327937,112103A
s_202327938,113201A
s_202327939,113203C
s_202327940,111103A
s_202327941,111101C
s_202327942,112201C
s_202327943,113102B
s_202327944,111201A
s_202327945,113103A
s_202327946,113201A
s_202327947,111102C
s_202327948,112201B
s_202327949,113202B
s_202327950,111202A
s_202327951,111101A
s_202327952,113101C
s_202327953,113201B
s_202327954,113103A
s_202327955,112203C
s_202327956,111101C
s_202327957,112103A
s_202327958,113203A
s_202327959,113101A
s_202327961,111202C
s_202327962,113203C
s_202327963,112102C
s_202327964,112102C
s_202327965,113101A
s_202327966,111101A
s_202327967,111201A
s_202327968,111101C
s_202327969,111203A
s_202327970,112201A
s_202327971,113101C
s_202327972,113202B
s_202327973,113101C
s_202327974,113102C
s_202327975,112103C
s_202327976,113203A
s_202327977,112101A
s_202327978,111103C
s_202327979,111103C
s_202327980,113103A
s_202327981,113203A
s_202327983,113201B
s_202327984,112201B
s_202327985,113201B
s_202327986,111202A
s_202327987,112101A
s_202327988,111101C
s_202327989,112101A
s_202327990,112101C
s_202327991,112103C
s_202327992,112101B
s_202327993,111202B
s_202327994,113201A
s_202327995,113102C
s_202327996,112201C
s_202327997,112203C
s_202327998,112201C
s_202327999,113103A
s_202328000,112201B
s_202328001,112201B
s_202328002,113103C
s_202328005,111102C
s_202328006,111101A
s_202328007,111101A
s_202328008,111103C
s_202328009,111203C
s_202328010,112203C
s_202328011,112103A
s_202328013,113203A
s_202328015,111101C
s_202328016,113103A
s_202328017,112101C
s_202328018,112103C
s_202328020,113101B
s_202328021,112103C
s_202328022,113101C
s_202328023,113202A
s_202328024,111203A
s_202328025,113103A
s_202328026,111103C
s_202328027,111201B
s_202328028,113202A
s_202328029,111103A
s_202328030,112203A
s_202328031,113102C
s_202328032,112203C
s_202328033,112102A
s_202328035,113103A
s_202328037,111203A
s_202328038,113201C
s_202328039,113102C
s_202328040,113201B
s_202328041,112102B
s_202328042,113202A
s_202328043,112203A
s_202328044,113103C
s_202328046,113103C
s_202328047,111102C
s_202328048,111202C
s_202328049,112201B
s_202328050,113201C
s_202328051,112201A
s_202328052,112201A
s_202328053,112102A
s_202328054,111202A
s_202328055,111203C
s_202328056,111203A
s_202328057,112203C
s_202328058,113101A
s_202328059,113101A
s_202328061,113203A
s_202328062,111203C
s_202328063,112103C
s_202328064,112203C
s_202328065,112201A
s_202328067,112101C
s_202328068,113203C
s_202328069,111101B
s_202328071,112202B
s_202328072,111101B
s_202328073,111203A
s_202328074,112102C
s_202328075,112201C
s_202328076,111203A
s_202328077,112102C
s_202328078,111103C
s_202328079,111102A
s_202328080,112101A
s_202328081,111101A
s_202328082,111201C
s_202328083,111202B
s_202328084,111102C
s_202328085,112101A
s_202328086,112101C
s_202328087,111103C
s_202328088,113102C
s_202328089,112101A
s_202328090,113102A
s_202328091,113201B
s_202328092,113103A
s_202328093,112201A
s_202328094,111101A
s_202328095,111101B
s_202328096,113203C
s_202328097,111203A
s_202328098,112203A
s_202328099,111103A
s_202328100,113202C
s_202328101,111103C
s_202328102,111103A
s_202328103,113203A
s_202328104,111201A
s_202328105,113101A
s_202328106,113102A
s_202328107,111201B
s_202328109,112102B
s_202328110,113101B
s_202328111,111201C
s_202328112,112102A
s_202328113,113201B
s_202328114,113201B
s_202328115,112201B
s_202328116,112102A
s_202328118,111101C
s_202328119,111203C
s_202328120,113102B
s_202328121,112202A
s_202328122,111201A
s_202328123,113101A
s_202328124,111103C
s_202328125,112103A
s_202328126,113103A
s_202328127,113202C
s_202328128,113202A
s_202328129,112102A
s_202328130,113202B
s_202328131,111103A
s_202328132,111101B
s_202328133,111102A
s_202328134,111103A
s_202328135,113201A
s_202328136,111102C
s_202328137,111203C
s_202328138,111201B
s_202328139,112102B
s_202328140,113201C
s_202328141,111203C
s_202328142,113201C
s_202328144,112203A
s_202328145,112102B
s_202328147,111103C
s_202328149,113101B
s_202328151,112201C
s_202328152,113101B
s_202328154,112101B
s_202328155,112102C
s_202328156,113202C
s_202328157,112202B
s_202328158,113102C
s_202328159,111203C
s_202328160,113103C
s_202328161,113102A
s_202328162,112101A
s_202328163,113102A
s_202328164,112102C
s_202328165,111103C
s_202328166,112102A
s_202328167,111203A
s_202328168,112201B
s_202328169,111201A
s_202328170,112101B
s_202328172,113201C
s_202328173,112202B
s_202328174,111203C
s_202328175,112101C
s_202328176,111101A
s_202328177,113201B
s_202328178,113101A
s_202328179,111103A
s_202328180,113203C
s_202328181,111201A
s_202328182,113103C
s_202328183,113103A
s_202328184,113202A
s_202328185,112201A
s_202328186,111101B
s_202328187,111101B
s_202328189,113102B
s_202328190,111103C
s_202328191,112102C
s_202328192,113202B
s_202328193,112102B
s_202328195,111202A
s_202328196,112202A
s_202328197,112102C
s_202328198,111102C
s_202328199,113102B
s_202328200,112102B
s_202328201,112103A
s_202328203,113103C
s_202328204,111101B
s_202328205,112202C
s_202328206,113201C
s_202328207,112103C
s_202328208,113201A
s_202328209,112102A
s_202328210,112202A
s_202328211,112202A
s_202328212,111101A
s_202328213,112202C
s_202328214,111202A
s_202328215,113102A
s_202328216,112101A
s_202328217,113102B
s_202328218,113101A
s_202328219,112202C
s_202328220,112203A
s_202328221,111203A
s_202328222,113101A
s_202328223,111203C
s_202328224,111201A
s_202328225,112203C
s_202328226,112201C
s_202328228,111202A
s_202328229,112101C
s_202328230,111103C
s_202328232,111201A
s_202328233,111202C
s_202328234,112203A
s_202328235,113202B
s_202328236,111203A
s_202328237,113201A
s_202328239,111201A
s_202328240,113101B
s_202328241,111202B
s_202328242,111201A
s_202328243,112203A
s_202328244,111102A
s_202328245,113102C
s_202328246,113202C
s_202328247,111103C
s_202328249,112102B
s_202328250,112201C
s_202328251,112102B
s_202328252,113203A
s_202328253,112102A
s_202328254,113101C
s_202328255,111103A
s_202328256,111202C
s_202328259,111103A
s_202328260,112102C
s_202328261,113203C
s_202328262,112101C
s_202328263,111103A
s_202328265,111203A
s_202328267,112202C
s_202328269,111102C
s_202328270,113102C
s_202328271,111201C
s_202328272,111103A
s_202328273,111101B
s_202328274,113203A
s_202328275,111102A
s_202328276,113102B
s_202328277,113102B
s_202328278,113102B
s_202328279,112201C
s_202328280,111103A
s_202328281,111203C
s_202328282,113203A
s_202328283,112102A
s_202328284,111101C
s_202328285,111103A
s_202328286,113201A
s_202328288,113203C
s_202328289,113202C
s_202328290,112203A
s_202328291,112102A
s_202328292,112202C
s_202328293,113202C
s_202328294,113103C
s_202328295,113103C
s_202328296,113103A
s_202328299,112203C
s_202328300,111201C
s_202328302,113201B
s_202328304,113202A
s_202328306,112203C
s_202328307,112102C
s_202328309,112101C
s_202328310,111102A
s_202328311,111103A
s_202328312,113101A
s_202328313,112101B
s_202328315,113102B
s_202328316,111103A
s_202328317,111201C
s_202328318,113103C
s_202328319,112101A
s_202328320,112102B
s_202328321,111201A
s_202328322,112103C
s_202328323,112203C
s_202328324,111202C
s_202328325,113203A
s_202328326,113102B
s_202328327,113101C
s_202328328,111102B
s_202328329,112101C
s_202328330,112101B
s_202328331,112101A
s_202328332,112102A
s_202328333,113203A
s_202328334,113103A
s_202328335,113103A
s_202328336,113203A
s_202328337,111203A
s_202328338,111101C
s_202328339,112102B
s_202328341,111101C
s_202328342,113102B
s_202328343,113102B
s_202328344,111203C
s_202328345,111103A
s_202328346,113102B
s_202328347,112101B
s_202328348,111202A
s_202328349,112103A
s_202328350,113102B
s_202328351,111203C
s_202328352,113203A
s_202328353,112203A
s_202328354,113101A
s_202328356,113101C
s_202328357,113103C
s_202328359,113201C
s_202328360,112202A
s_202328361,112203C
s_202328363,111202C
s_202328364,112201A
s_202328365,113201B
s_202328366,111102A
s_202328367,111203A
s_202328368,111202B
s_202328369,113202B
s_202328370,112103C
s_202328371,112103C
s_202328372,112103C
s_202328373,112101B
s_202328374,112101A
s_202328375,111203C
s_202328376,112203C
s_202328377,111102A
s_202328379,113201A
s_202328380,111203A
s_202328381,112103C
s_202328382,112201C
s_202328383,113101C
s_202328385,111202C
s_202328386,111102A
s_202328387,112202C
s_202328388,113101C
s_202328389,111201B
s_202328390,113202A
s_202328391,111203C
s_202328392,111103A
s_202328393,113203A
s_202328394,113102A
s_202328395,112102C
s_202328396,111102A
s_202328398,112102C
s_202328399,113201A
s_202328400,112201A
s_202328401,112202B
s_202328402,111203C
s_202328403,111201C
s_202328404,112103C
s_202328405,111203A
s_202328406,111101A
s_202328407,113103C
s_202328408,111202A
s_202328409,112202A
s_202328410,111101B
s_202328411,112103A
s_202328412,111201C
s_202328413,112201B
s_202328414,113202B
s_202328415,111202C
s_202328416,112102A
s_202328417,112202B
s_202328418,113102A
s_202328419,112203A
s_202328420,112203C
s_202328421,111202C
s_202328422,111101B
s_202328423,111102A
s_202328424,111202C
s_202328425,113102A
s_202328426,111201B
s_202328427,112201B
s_202328428,112101C
s_202328429,113102A
s_202328430,113202B
s_202328431,112203C
s_202328432,113101C
s_202328433,112201C
s_202328434,113202C
s_202328436,112202A
s_202328437,113201C
s_202328438,111201B
s_202328439,111102C
s_202328440,113202C
s_202328442,111102B
s_202328443,113103C
s_202328444,112101C
s_202328445,113203C
s_202328446,113102A
s_202328447,113201B
s_202328448,113102C
s_202328449,113203A
s_202328450,112102A
s_202328451,113103A
s_202328452,111102C
s_202328453,113203C
s_202328454,113203C
s_202328455,113203C
s_202328456,113202B
s_202328457,112202C
s_202328458,113101B
s_202328460,112101A
s_202328462,112201B
s_202328463,112201C
s_202328464,112201C
s_202328465,113202A
s_202328466,113202A
s_202328467,113203A
s_202328469,112103C
s_202328471,111203C
s_202328472,113202B
s_202328473,112203C
s_202328474,113202B
s_202328475,112102A
s_202328477,112101A
s_202328478,113203A
s_202328480,113101A
s_202328481,111102A
s_202328482,113201B
s_202328483,111102A
s_202328484,113202A
s_202328485,113102B
s_202328486,112203A
s_202328487,111101C
s_202328488,113201A
s_202328489,111203C
s_202328490,113103A
s_202328491,113102A
s_202328492,113102C
s_202328493,111201B
s_202328494,113201C
s_202328495,113103C
s_202328496,111202A
s_202328497,113201B
s_202328498,111103C
s_202328499,113102B
s_202328500,113101C
s_202328501,112203C
s_202328502,113101B
s_202328505,111103A
s_202328506,113101A
s_202328507,112101B
s_202328508,112201C
s_202328510,113102A
s_202328511,113203A
s_202328512,113101A
s_202328513,112201A
s_202328514,112203A
s_202328515,111201C
s_202328517,112103A
s_202328518,111203A
s_202328520,113102B
s_202328522,112203C
s_202328523,113203C
s_202328524,112103C
s_202328525,111102B
s_202328526,111103C
s_202328527,113101C
s_202328528,111101B
s_202328529,111203A
s_202328530,111201C
s_202328531,111103A
s_202328532,112103A
s_202328533,113101B
s_202328534,113201A
s_202328535,113102C
s_202328536,113201B
s_202328537,112203A
s_202328538,112201B
s_202328539,112203A
s_202328540,113201A
s_202328541,111103A
s_202328542,112203A
s_202328543,113201C
s_202328544,112201B
s_202328546,113103A
s_202328547,112101B
s_202328548,111101A
s_202328550,113103C
s_202328551,112203A
s_202328552,112202A
s_202328553,111102A
s_202328554,112101B
s_202328558,112203C
s_202328559,111203C
s_202328560,113101A
s_202328561,111101B
s_202328562,113103A
s_202328563,111102C
s_202328565,112102C
s_202328566,113202C
s_202328567,112203A
s_202328568,113101B
s_202328569,112201A
s_202328570,112202B
s_202328571,112202A
s_202328572,111201A
s_202328573,111102C
s_202328574,112103C
s_202328575,111201B
s_202328576,113201A
s_202328577,113201B
s_202328578,113102A
s_202328579,113103C
s_202328580,113101A
s_202328581,111101C
s_202328583,113203C
s_202328584,111202B
s_202328585,111103A
s_202328586,111202C
s_202328587,112103A
s_202328588,112101A
s_202328590,111202C
s_202328591,113102B
s_202328592,112201B
s_202328593,112202A
s_202328594,112202B
s_202328595,113201A
s_202328596,112102A
s_202328598,113102B
s_202328599,113201C
s_202328600,112103A
s_202328601,111102B
s_202328602,111203C
s_202328603,113202C
s_202328604,113202B
s_202328605,113101B
s_202328607,113203C
s_202328608,111101C
s_202328609,111102C
s_202328610,113102C
s_202328612,113103A
s_202328614,112202A
s_202328615,112102B
s_202328616,112101C
s_202328617,111101A
s_202328618,112201C
s_202328619,111101C
s_202328620,113102B
s_202328621,111201C
s_202328622,112203C
s_202328623,112203C
s_202328624,112102A
s_202328625,112102C
s_202328628,111202B
s_202328631,113201B
s_202328632,111203A
s_202328633,112101C
s_202328634,113103A
s_202328635,112201A
s_202328636,112101B
s_202328637,113102B
s_202328638,111102C
s_202328639,113202C
s_202328640,112101C
s_202328641,111201A
s_202328642,113102A
s_202328643,112103C
s_202328644,112203A
s_202328645,111202C
s_202328646,112103A
s_202328647,111102A
s_202328648,112203C
s_202328649,111103C
s_202328650,113102A
s_202328651,113202A
s_202328653,113102C
s_202328655,111202C
s_202328656,113102B
s_202328657,112103A
s_202328658,111101B
s_202328659,111203A
s_202328660,112101C
s_202328661,112103C
s_202328662,113202B
s_202328663,112203C
s_202328664,111201B
s_202328665,113202A
s_202328666,113102C
s_202328667,112201C
s_202328668,111203A
s_202328670,111101C
s_202328671,112201B
s_202328672,112103C
s_202328673,112203A
s_202328675,113201C
s_202328676,111201A
s_202328677,113103C
s_202328678,112103A
s_202328679,112102C
s_202328680,112103A
s_202328681,113103A
s_202328682,113201C
s_202328684,112203C
s_202328685,113101C
s_202328686,113103C
s_202328687,112202C
s_202328688,112201B
s_202328689,112203C
s_202328690,113101A
s_202328691,113202A
s_202328693,111101A
s_202328694,111102B
s_202328696,113101C
s_202328697,112102B
s_202328699,113101B
s_202328701,113101A
s_202328702,112203C
s_202328703,113103A
s_202328704,111201A
s_202328705,113202A
s_202328706,113202B
s_202328707,112202A
s_202328708,113103C
s_202328710,113203A
s_202328711,113102B
s_202328712,113203C
s_202328713,113103C
s_202328714,111101C
s_202328715,111102B
s_202328716,113201B
s_202328717,113203C
s_202328718,112203A
s_202328719,112202C
s_202328721,111101C
s_202328722,111202C
s_202328723,111101A
s_202328725,112101A
s_202328726,111202A
s_202328727,111202B
s_202328728,113203A
s_202328729,113201C
s_202328730,112202C
s_202328731,113101C
s_202328732,113101A
s_202328733,113203C
s_202328734,113203C
s_202328735,113101C
s_202328736,112202B
s_202328737,111202B
s_202328738,112201C
s_202328739,112101A
s_202328740,112202A
s_202328741,113102C
s_202328743,111103C
s_202328744,113201B
s_202328745,112202A
s_202328746,112202B
s_202328747,112102B
s_202328749,111102C
s_202328750,112102C
s_202328751,112102A
s_202328752,113103C
s_202328753,112101A
s_202328754,111203C
s_202328755,111201A
s_202328756,112202B
s_202328757,111101C
s_202328758,111101A
s_202328759,113103A
s_202328760,111101A
s_202328761,111202C
s_202328762,112102A
s_202328763,111202B
s_202328764,112203C
s_202328765,113101C
s_202328766,111102A
s_202328767,112202A
s_202328768,111203C
s_202328769,112203C
s_202328770,112201A
s_202328771,113103C
s_202328772,113101C
s_202328773,111203A
s_202328774,112102B
s_202328775,113103C
s_202328776,111102C
s_202328777,113202B
s_202328779,113102A
s_202328780,113103A
s_202328781,112101C
s_202328782,112201B
s_202328784,111201B
s_202328785,112203C
s_202328786,111102A
s_202328787,113102C
s_202328788,112103C
s_202328789,112202A
s_202328791,113203A
s_202328792,111101C
s_202328793,112103C
s_202328794,111202B
s_202328795,112203A
s_202328796,111203A
s_202328797,113202A
s_202328798,111201C
s_202328799,113103C
s_202328800,112101B
s_202328801,112202A
s_202328802,111201A
s_202328803,111102B
s_202328804,112203A
s_202328805,111201A
s_202328806,111103A
s_202328807,111201B
s_202328808,111102C
s_202328809,112203C
s_202328810,112101A
s_202328811,113202B
s_202328812,112203C
s_202328813,112101B
s_202328814,112101C
s_202328815,112101B
s_202328816,112102C
s_202328818,112102C
s_202328819,111103C
s_202328820,111103C
s_202328821,112203A
s_202328822,111202C
s_202328823,113102A
s_202328824,113103C
s_202328825,111103A
s_202328826,112202C
s_202328827,113201C
s_202328828,111103A
s_202328829,113202C
s_202328830,113101C
s_202328832,112203A
s_202328833,112103C
s_202328834,111201B
s_202328836,113103C
s_202328839,111202B
s_202328840,112202B
s_202328841,113202B
s_202328842,113101B
s_202328843,112102B
s_202328844,113202C
s_202328845,112203A
s_202328846,111103C
s_202328847,113202B
s_202328848,113202B
s_202328849,111103C
s_202328850,112203A
s_202328852,113203C
s_202328853,113102A
s_202328854,112103A
s_202328855,113101B
s_202328856,113201A
s_202328857,113202B
s_202328858,113201B
s_202328859,112202C
s_202328860,113201B
s_202328862,112203C
s_202328863,112102B
s_202328864,112202B
s_202328865,111201A
s_202328866,112101C
s_202328867,112103C
s_202328868,111101B
s_202328869,112103A
s_202328870,113103A
s_202328872,111202C
s_202328873,113201A
s_202328874,113202C
s_202328875,112202A
s_202328876,113203A
s_202328877,113203C
s_202328878,112201A
s_202328879,113201C
s_202328880,113102B
s_202328881,112101B
s_202328882,111202B
s_202328883,112102A
s_202328884,113202C
s_202328886,113101C
s_202328887,111201B
s_202328888,112202A
s_202328889,113103A
s_202328890,112203C
s_202328891,113201B
s_202328892,113201A
s_202328893,113203A
s_202328894,113202A
s_202328895,111203A
s_202328897,112101C
s_202328898,112203A
s_202328899,113101C
s_202328901,113202B
s_202328902,111103C
s_202328903,111101C
s_202328904,113201C
s_202328905,112101C
s_202328906,113201A
s_202328907,112201A
s_202328908,111102B
s_202328909,112202C
s_202328910,111102B
s_202328911,111201A
s_202328914,113103A
s_202328915,111203A
s_202328916,113203A
s_202328917,111202B
s_202328918,113102C
s_202328919,113101C
s_202328920,112202A
s_202328921,111103A
s_202328922,111201C
s_202328923,113203A
s_202328924,113203A
s_202328925,111201A
s_202328926,111102C
s_202328927,112103A
s_202328928,111101C
s_202328929,111102A
s_202328930,112202C
s_202328931,111103A
s_202328932,113101A
s_202328933,112202B
s_202328934,111202B
s_202328935,111101B
s_202328936,111103C
s_202328937,113102A
s_202328938,111102C
s_202328939,112103C
s_202328940,113103A
s_202328941,112201A
s_202328942,113102B
s_202328943,113201B
s_202328944,111202A
s_202328945,112203A
s_202328946,113102A
s_202328947,113101B
s_202328948,111101B
s_202328949,113102A
s_202328950,112203C
s_202328951,113203C
s_202328952,111201C
s_202328953,111103C
s_202328954,111101A
s_202328956,113201A
s_202328957,113101B
s_202328958,111202B
s_202328959,112102B
s_202328960,111201C
s_202328961,112201C
s_202328962,113103A
s_202328963,113201C
s_202328964,111202C
s_202328965,112202A
s_202328966,112203A
s_202328967,111203A
s_202328968,113101B
